,S,K,T,r,sigma,value
85,4.107978086289657e-45,50.0038764857712,8.092444407977629e-05,0.9877797821973384,0.44313527674276637,49.99987955916523
86,1.944025454482651e-07,50.0,0.7738556959623686,1.0008314675794774,0.17182349992720097,23.046729337157878
87,3.23346428592996e-171,50.0,0.3028140369346355,0.9851694683953299,0.6710721446700724,37.10307542159779
88,1.2304698926642394e-121,50.0,0.07987841464910794,0.8725273636368125,0.9805608932629393,46.633860753698684
89,2.184114970232233e-25,50.0,0.012091738661142108,0.9797473434556829,0.05409858588507716,49.411152439406905
90,2.138911539874085e-97,50.0,0.19015255746611182,0.8746380505305711,0.08887865036985557,42.33898713583045
91,6.320751417778205e-05,50.000000000574815,0.8733478470031876,0.9715900210658984,0.3587073545780606,21.40199194052739
92,4.198471200680759e-08,50.0,2.05367596663981e-09,0.9100673842764941,0.2475129047312355,49.999999864566114
93,5.755036815271262e-21,50.0,0.014788807081209042,0.990481066674628,0.051416821643152304,49.27293635579199
94,7.662433307118182e-187,50.0,8.170317978882551e-12,0.9646666212291735,0.32558242473821336,49.99999999960592
95,1.3275274279553062e-102,50.0,0.0925196650568023,0.9852899701821954,0.5681434857634873,45.64364141441381
96,4.505001113200838e-88,50.0,0.00042606267463411686,0.977496075753564,0.4594536152645387,49.97918060605124
97,4.1653633622508695e-53,50.0,6.269259692567347e-05,0.7750873503025532,0.9108521204370317,49.997570447087455
98,5.518991328878678e-23,50.0,0.0781515577497493,0.9321400503222526,0.6715271389798295,46.48709784782992
99,9.15701898309426e-112,50.0,0.0016940550596041728,0.9755204789842289,0.9672141950096403,49.91743896820925
100,2.3579034698231923e-234,50.0,2.2243411071793564e-06,0.9866963565413823,0.6671712274314128,49.99989026265712
101,6.288347535047447e-89,50.0,0.4722663667755758,0.9768707440672955,0.6242499279654167,31.521813817898884
102,8.611597693764797e-102,50.0,0.47737480972137014,0.7754676850968262,0.95676954813194,34.53019873481277
103,1.1960359558483717e-45,50.00000000000007,0.2587726900266878,0.9925331246402631,0.46319931149391974,38.674580083256195
104,7.504259737616108e-121,50.00000573103801,0.21102555788427144,0.9081372319413644,0.14674369764324074,41.2801995013428
105,1.2731121278700241e-55,50.00000006603507,0.6007115746389194,0.9999362765146643,0.5623681022726505,27.42211244717668
106,1.876077032015691e-108,50.0,0.25086641279655303,0.9525566843638629,0.05791706506226154,39.37214265562285
107,8.991805990505597e-80,50.0,0.09199732809982039,0.9872511197862327,0.14780209991650567,45.65889956811219
108,2.2394861268685025e-24,50.00000000000015,4.0914905856393543e-07,0.9159074606090309,0.4278862326930819,49.999981262869895
109,1.0348827447922853e-158,50.0,0.21496206096177062,0.8988145597575068,0.9660764699287093,41.215400095525524
110,1.2543028446758498e-256,50.0,0.08506935806547057,0.9638426860987649,0.9000657637764324,46.063898335749684
111,3.0312228499573706e-41,50.0,5.8620154233700125e-06,0.9422488906641272,0.46555698354448083,49.99972382688623
112,0.4279851679258627,50.0,0.055174876792788145,0.8465063389000502,0.14951833526462763,47.2904174435164
113,3.4278178437736096e-201,50.0,0.1973669078360975,0.9357146978036773,0.08714485203713827,41.568550713873194
114,4.47173538248529e-27,50.0000000009596,0.11486647162175766,0.9918682674585871,0.6348089310539179,44.61591336310825
115,5.817373881577826e-209,50.0,5.6332423391123065e-06,0.912778511765157,0.4143021683045877,49.99974290553304
116,1.052369919074379e-84,50.000000024938295,0.004778958387246092,0.8666966800212994,0.09273798460385803,49.793332949820844
117,0.009999193759277169,50.00000000168607,0.07090588252920836,0.9586435631030777,0.6712989466866757,46.70426389900633
118,1.1117390703147616e-07,50.0,0.09822693772180707,0.8823381733254941,0.06718718707956231,45.849010911546934
119,5.907873207125718e-76,50.000000000000064,7.018454248782655e-06,0.8988553138134888,0.0726818519666405,49.9996845722502
120,3.577738776410126e-58,50.0,0.03262993723887329,0.9776774380266063,0.18738926681434193,48.430096645567886
121,3.320049591549771e-24,50.0,1.6476798855204232e-05,0.9653705260563635,0.48080756858507556,49.99920469552623
122,4.555179091187474e-60,50.00000000135182,0.34024376759820496,0.9514096661172124,0.10511553978830115,36.17295702423031
123,5.4401726665133585e-255,50.0,0.920299129741515,0.9838262947383348,0.7462400873030454,20.21871220841075
124,3.7565095865796135e-35,50.0,2.506390265073946e-08,0.9962423359993515,0.34244610458419433,49.99999875151397
125,2.2957098640676115e-62,50.0,0.6481938479458863,0.9796430903830888,0.26741532578538496,26.496810865687408
126,5.362638362529693e-19,50.00039573529929,0.9062447441996837,0.9896286918169022,0.3068839640831072,20.39286570691533
127,1.6363818053130097e-14,50.0,0.03492783176299516,0.9918445048349377,0.062142203855778635,48.297511009109584
128,9.547297540925731e-29,50.0,0.00182803916985221,0.9790995220410464,0.2639617833840791,49.910588425856126
129,3.7177215900466344e-75,50.0,1.3133754614703706e-07,0.8415471994561314,0.07801460307071555,49.9999944736631
130,0.004543138958599392,50.0,4.994026051331385e-05,0.9606602798549017,0.7863784301923757,49.993058137349955
131,4.6434640609657887e-14,50.0,0.219128874213379,0.9585392662562785,0.05157257446878343,40.527444035228754
132,7.450734546447785e-180,50.0,0.003912082989330804,0.8946761371332111,0.14855194288253704,49.82530353643136
133,1.994631679909377e-35,50.0000000004332,0.0019224493823134488,0.9949538600156657,0.26079010600349,49.90445398562701
134,1.1183135435106468e-50,50.0,0.02607509867924634,0.8769025961996191,0.20413664758279854,48.86970543295983
135,1.4021866309455186e-115,50.0,0.49125525492758537,0.7804546115906151,0.05829848696572573,34.07692865423185
136,3.0786923725650656e-107,50.0,0.3688703182707264,0.9804302994358868,0.37930530795830286,34.826248469622335
137,1.1095300205939212e-61,50.0,0.005639729481073613,0.9931641077322838,0.6681176784021255,49.72072402232868
138,1.4081950005449664e-280,50.0,0.27384076390445994,0.9986369444485873,0.4646636783652327,38.03685285351142
139,8.052220355589718e-18,50.0,0.00871739325463218,0.9783946596583912,0.5670878545825828,49.57536090809759
140,1.2549164815777315e-60,50.00009467283599,1.1889838942457427e-06,0.9338452293836801,0.7965491637761144,50.00003915641482
141,2.6940105233921835e-27,50.0,0.20444860059634332,0.9796836221144205,0.2548782147470086,40.92446538394917
142,1.8626091804902815e-36,50.0,0.3226345486047351,0.9974918948931606,0.6396083692141482,36.24123859592217
143,3.776597116604194e-157,50.0,0.13531805795511287,0.9597138458172741,0.9854256561116628,43.910628226879226
144,6.231004016615337e-23,50.00000000000001,0.040021052548706186,0.9447522226862142,0.503653675959106,48.14479472875442
145,9.820642537441295e-52,50.324165034851525,0.42233256024927324,0.9630296193597451,0.281501430670087,33.50741022746716
146,2.8084659375512794e-17,50.0,0.012243494251226015,0.9516147295535335,0.6385285296806609,49.42082608182442
147,1.1954603795697274e-266,50.000086770694544,0.11689609577930367,0.9732550855812924,0.7450771124219168,44.623249888180936
148,1.562855353568011e-31,50.0,0.7877544972419126,0.9652353774924457,0.7156763784547212,23.37470596157037
149,9.577264814514206e-186,50.0,0.03902583025306254,0.9303210104314916,0.5330209193857548,48.21723142408357
150,1.0653447583299373e-84,50.0000018810462,3.786245568229834e-05,0.9647624891997139,0.11007262252383415,49.9981755004854
151,5.5801484224696193e-70,50.0,0.0005595544809786155,0.9626158039805233,0.6961507631866104,49.97307545258714
152,4.348134657567424e-30,50.0,0.03413660536429532,0.9840774829035664,1.033696129133905,48.34824583807776
153,1.864592450408006e-68,50.0,5.694134287863214e-05,0.9521170138171189,0.2182334248881797,49.99728933241263
154,8.347994887413134e-39,50.0,0.1156688438307453,0.9947798826520511,0.7030003270999106,44.56540861626455
155,1.158153770098353e-28,50.0,0.5790177109164723,0.8976682484595875,0.11829870874537388,29.73298962169803
156,1.5246992827749397e-61,50.0,0.33419460370819487,0.9327045799760267,0.3960040673780326,36.609880681398444
157,1.32859476437e-313,50.000000347231214,0.06936875278991635,0.9975916889267991,0.460790390383836,46.65692308559416
158,1.4843884073690786e-96,50.0,0.023480764082870163,0.9437202163849424,0.8330438135804411,48.90422207066095
159,0.00027737029219523826,50.0,0.05817418334431323,0.9127565738405978,0.8345931477974295,47.414035250764336
160,6.19331860348285e-306,50.0,0.0031507013568195996,0.9996839615569644,1.0206074780296905,49.84276247524527
161,1.1197921925975737e-07,50.0,0.03863783896244302,0.9907033659225984,0.3554100162131423,48.1222364233203
162,3.762582499891427e-158,50.00000009241955,0.13067642888310435,0.8445902315585652,0.09686858818091695,44.77522495017108
163,3.3602992435162034e-49,50.0,0.4774485380792602,0.9796487706452761,0.6924211639651925,31.321073070703815
164,1.68817045866723e-32,50.000000000000504,4.783806150950383e-06,0.9210636427861758,0.7896356546385699,49.999779690989875
165,8.3451448510239e-13,50.0,0.8429530043996135,0.999539874980782,0.9211088666676533,21.530227216322324
166,8.370098193130544e-88,50.0,0.8006301348293234,0.9905825013107099,0.5673584545524601,22.622224405358065
167,4.3990794541301035e-49,50.0,0.011210243927153857,0.9363137683355143,0.06924798884661881,49.47792941262075
168,0.0,50.00000000003884,0.16043386461057701,0.9626773840241111,0.07784433520104235,42.84448587232433
169,2.22570747349889e-124,50.0,0.051100007785306475,0.9726826769865471,0.6272240736313176,47.57554710990295
170,3.708351152701054e-114,50.0,0.6242684610218954,0.9640574383576451,0.3110766465051309,27.390393563517822
171,4.474704877571841e-62,50.00000001434864,0.4547454485580931,0.9655668442469122,0.11680969613076636,32.23123063540966
172,2.2079806205057465e-152,50.0,5.584737215048277e-05,0.9036454217403654,0.08110219835015778,49.99747675256192
173,3.3760097106972577e-131,50.0,0.0047943998611369755,0.9964644790192011,0.5921515431188481,49.7616972349326
174,1.0025247544961885e-33,50.0,0.7626205996288937,0.8788363516398683,0.8523935915919663,25.579833828106562
175,1.1785208016001792e-162,50.0,0.17478248420398662,0.9800602112782288,0.5207833978065628,42.128549532906625
176,4.596616961745823e-63,50.0,0.012060091597538444,0.8807877745209535,0.6615607822431278,49.4716918509769
177,4.138914211665965e-197,50.0,0.15185772025973235,0.9557868993837486,0.2867664759053435,43.24490339402719
178,5.41628795566495e-72,50.0,0.26415461805045204,0.9812200649871219,0.400338080686843,38.58367246842603
179,3.284342260975789e-128,50.0,0.0014297967153668737,0.9431933473539417,0.7055678224333272,49.93261670841491
180,9.249550672617728e-30,50.0,0.2537041577700759,0.972866908422662,0.6503497066464787,39.06405074592832
181,2.0710209569749912e-116,50.00000000000003,0.1989360709028977,0.9928287668986733,0.10984507500731297,41.038619051835255
182,5.679638488656397e-23,50.0,0.002953173815543379,0.9207118563849203,0.4070111146876644,49.86423355233648
183,2.1748824630611752e-83,50.00000001421065,0.0001505154556464433,0.9970193138745123,0.3770019372148858,49.992497236365786
184,3.749147053784949e-09,50.0,0.0009402981627030491,0.9929324649131902,0.4835075180382628,49.95333915352602
185,2.5052229705394467e-74,50.0,2.7232438612040546e-08,0.9679052640382356,0.10348613478821161,49.99999868207898
186,1.023998164158504e-13,50.00000000000216,0.007292854707886972,0.9841371617752105,0.06281436041674707,49.64242625193507
187,6.04612089661594e-46,50.0,0.046299173337571636,0.99094306118501,0.14538753583650701,47.757836128736095
188,3.339973212635412e-42,50.0,2.1925476141423948e-05,0.9702236706061249,0.20654339784005626,49.99893638051594
189,1.1027225760550574e-255,50.0,0.0008130606119108344,0.9781247864708398,0.2657393602444516,49.96025207048637
190,1.2261419274318553e-08,50.0,0.413965492897658,0.9452541792835457,0.05228481762563957,33.80877529229195
191,7.065494219491139e-68,50.00000077101301,0.46776324045421525,0.9526451859769256,0.169129633548804,32.02159828886311
192,1.5292275831011796e-77,50.0,0.0007835389962340044,0.9541573174558967,0.2688684493509262,49.96263299655163
193,8.350662851529949e-57,50.00000000000002,4.80069450788776e-05,0.9609393026350985,0.09345402601901459,49.9976934651864
194,2.6964552322248856e-31,50.0,3.496584701357977e-08,0.874033791595875,0.06738760115708489,49.99999847193343
195,3.725159803805255e-106,50.000000000000185,0.022598090456492578,0.956930883679085,0.37792540844037686,48.93036646050948
196,2.1226635033468216e-57,50.0,0.16641105805535464,0.9709365682023271,0.12557062153325219,42.54015374140629
197,1.907341303479556e-19,50.0,0.2076291055570769,1.0008656144788333,0.6151708985187961,40.61811596456179
198,9.957308469532639e-154,50.0,0.11013347448568234,0.9615283340031994,0.8069193151143847,44.97588913536563
199,8.585357221864333e-91,50.0,0.00014189662181195167,0.960484558737643,0.3142467806899186,49.99318598864033
200,9.430317331356552e-24,50.0,0.8132763820970973,0.9727504867887102,0.13226160613812432,22.66695209486966
201,2.818943509619929e-14,50.0,0.6029049352120717,0.9966101977965675,0.30047363333361427,27.416959963964054
202,5.009374461328872e-17,50.00000258859991,4.472653385509102e-06,0.9287154880158701,0.42161320768072225,49.99979489789693
203,1.8047062876459706e-59,50.0,0.10844417898538503,0.9906540935091651,0.08708105451562005,44.90693942040021
204,4.069346010139016e-60,50.0,0.03717991298128187,0.8767383622515013,0.16938600981823043,48.39642509941177
205,2.6042810733523077e-124,50.000000000035016,0.6326271161536111,0.9693454377966911,0.7945353719916434,27.0798198783796
206,0.010883498463816666,50.0,7.699571025910201e-06,0.9748411678309182,0.24398813977711487,49.98874121000409
207,5.933873020923862e-95,50.0,0.0025821098166244278,0.9362457429799125,0.08686974964727821,49.87927152251396
208,8.105304057797266e-118,50.0,5.377643243183624e-06,0.9730434870733415,1.022943136881363,49.99973836664785
209,5.1745488099858966e-05,50.00000002061972,0.6049590480674429,0.9945323415554141,0.0785555937383357,27.395253771570403
210,2.891633418803542e-13,50.0,0.01652969965062283,0.9888065329085957,0.07778456484970016,49.18940872102898
211,7.037671177682395e-42,50.0,0.5463371457372969,0.9409169688391695,0.8816803944694783,29.90318852361305
212,4.530766336097651e-13,50.000000000000774,0.19692086237402198,0.9988778065850197,0.14016931420615192,41.07185633944638
213,0.0,50.000000000000014,0.00273080522353491,0.8659864577823748,0.1175608402207536,49.88189768447932
214,6.963927160662449e-43,50.00000000814771,0.0116282838982222,1.0001202246836078,0.553473633124932,49.421884080783485
215,4.255300997712512e-56,50.0,0.12229451089496937,0.9241283553824795,0.9030879924386689,44.656826295854906
216,1.1855731667952888e-121,50.00000002377769,0.0011373830908440953,0.9658630477136544,0.11205670679027821,49.94510236842805
217,2.1130928240570705e-57,50.000001690431326,0.4547096741771989,0.9764089352626447,0.4784733532486144,32.073830564191695
218,5.624549179360405e-117,50.0,0.0044599704545047695,0.9377477095074668,0.5118926075796216,49.791320333583485
219,1.469927491426731e-65,50.000000000002,0.496645451016322,0.965238959911707,0.3237187709191952,30.95831019119829
220,0.0,50.00000826559064,0.5311149478123844,0.9765546265017054,0.050712308511211564,29.765809757249016
221,0.0013452321831269258,50.0,0.3513878176535165,0.9797042958448116,0.8511873808270998,35.436022567672076
222,1.8640436862835574e-110,50.00000000000004,0.15004273888934702,0.8840350142104252,1.0197744683457417,43.78888292296817
223,9.683431893637334e-137,50.000000002143715,0.00013954452777190074,0.9035528795288251,0.3406536960606441,49.9936961065733
224,4.8533795176709564e-18,50.0,0.7080097405955229,0.9730802210158626,0.9740781338702024,25.10514312605659
225,2.5696006381932484e-95,50.000000000000504,0.8621257198726439,0.9097549864677216,0.48132999171141044,22.82142602934096
226,2.4660542721593916e-43,50.00000000000005,0.0002320448182961163,0.9470907183244043,0.9427764520282613,49.989012832673204
227,3.248764979599193e-150,50.0,0.0017401375988697107,0.9923832674821015,0.24558536596559505,49.91373033845197
228,2.7036091582434506e-126,50.0,0.07660311313190767,0.9987570699205564,0.3036153288701263,46.31727976857845
229,1.68471548912912e-175,50.0,0.00445723438783066,0.953883360130093,0.7180090025649654,49.78786719440448
230,2.1398973360602193e-43,50.0,2.0851991785230354e-07,0.983688445237131,0.1145860700810756,49.99998974406936
231,1.7586710676524994e-33,50.0,0.05379582009552303,0.9786436269759513,0.9471295999264476,47.43574549853405
232,1.214228587416972e-233,50.00090353031816,0.5258542542394851,0.9538908444453639,0.9978005738349073,30.278367608939277
233,1.037538523644484e-137,50.01168097914649,0.47471835140279284,1.0004605395700754,0.3735872050270017,31.103477191565275
234,9.37439369348407e-13,50.0,0.1411050034497917,0.8789637249345029,0.2892893891460433,44.16783573983395
235,2.823427938444353e-07,50.0,0.47832038791808784,0.9971086454374349,0.23028010453076958,31.03406903790687
236,3.408559047157826e-64,50.0,0.35838085048078355,0.957160703950294,0.3041083452985608,35.48091471664265
237,2.4153895447787235e-87,50.0,0.0011363812042812908,0.9734903728041322,0.061085195441715,49.94471777567836
238,5.9945141021635306e-123,50.0,0.6452143533885928,0.9827642300831049,0.755310264585012,26.520802318088784
239,4.226329499641784e-168,50.0,7.142206417130643e-08,0.9525393002032252,0.5854605575265971,49.999996598383966
240,1.5769926954113378e-48,50.0,0.8393241405444009,0.9595626652339784,0.5921748413437878,22.34581144540385
241,5.720586063281082e-24,50.0,0.029938975964063745,0.9975823817469684,0.7245252469006829,48.52875022599827
242,1.0809526831087003e-80,50.00002098373684,0.44930909143036535,0.9987929348441931,0.8571635297613214,31.920763102663134
243,4.204112215022118e-63,50.0,0.9589237980280647,0.9304327916354717,0.523063662173213,20.48737533380364
244,1.016555822556211e-54,50.0045156292734,7.651217835095838e-06,0.9107724168608194,0.5474658821455344,50.00416717311229
245,1.9928519675359503e-219,50.0,0.0005577966150642318,0.9869062589072104,0.4356972563256939,49.97248292614256
246,4.796160600432509e-05,50.0,0.5766906886118639,1.0008883988941697,0.8843464045730219,28.07328119948483
247,1.2595755345454423e-85,50.0,0.6814559953994535,0.972505806085248,0.08214553015614628,25.77237271824
248,8.750103765448289e-69,50.0,0.7323207053842625,0.976073640842983,0.2623474512502296,24.46452400179706
249,3.5920371820368196e-166,50.0,0.008454372327064998,0.9909712460405988,0.8983888386354972,49.582847904516974
250,1.3207584416743295e-31,50.0,0.9329145983705726,0.9178825581337066,0.07278821342677322,21.23640587977561
251,1.302252275975075e-58,50.0,0.01089770821895629,0.9637257469397142,0.20580978752859458,49.47762778332453
252,7.808149491865524e-63,50.0,0.005363319804489623,0.9422293106891152,0.0654857255814778,49.74796351056489
253,9.601984671708165e-45,50.0,1.7543811264488264e-05,0.9097354523560834,0.77813025123197,49.999201995014346
254,2.607045824329323e-69,50.00000000000029,0.7194949786849458,0.9380454888558043,0.4653541224739379,25.459882713410003
255,1.2432993751096804e-116,50.0,0.25827141032646617,0.9179569887859221,0.06213858673802228,39.446327850245694
256,1.5478007489821855e-143,50.0,0.025382061192268154,0.9987642634247508,0.40418079814240415,48.74839675261654
257,4.474096152751844e-229,50.0,0.6150681998294092,0.9983614659641342,0.34370353931931336,27.057456291116345
258,3.276771774754515e-27,50.0,0.12516924594294515,0.9765478833969289,0.5321174620072024,44.247073923113085
